time,x_error,y_error,theta_error
0.895000, 1.118603, 0.061308, 0.075449
0.896000, 1.119008, 0.061339, 0.074953
0.897000, 1.119414, 0.061369, 0.074461
0.898000, 1.119819, 0.061399, 0.073972
0.899000, 1.120225, 0.061429, 0.073486
0.900000, 1.120631, 0.061459, 0.073003
0.901000, 1.121036, 0.061489, 0.072523
0.902000, 1.121442, 0.061518, 0.072047
0.903000, 1.121848, 0.061548, 0.071573
0.904000, 1.122254, 0.061577, 0.071102
0.905000, 1.122659, 0.061606, 0.070635
0.906000, 1.123065, 0.061634, 0.070171
0.907000, 1.123471, 0.061663, 0.069709
0.908000, 1.123877, 0.061691, 0.069251
0.909000, 1.124283, 0.061719, 0.068795
0.910000, 1.124689, 0.061747, 0.068342
0.911000, 1.125095, 0.061775, 0.067893
0.912000, 1.125501, 0.061803, 0.067446
0.913000, 1.125907, 0.061830, 0.067002
0.914000, 1.126313, 0.061857, 0.066561
0.915000, 1.126719, 0.061884, 0.066123
0.916000, 1.127125, 0.061911, 0.065688
0.917000, 1.127531, 0.061938, 0.065255
0.918000, 1.127937, 0.061965, 0.064826
0.919000, 1.128343, 0.061991, 0.064399
0.920000, 1.128750, 0.062017, 0.063975
0.921000, 1.129156, 0.062043, 0.063553
0.922000, 1.129562, 0.062069, 0.063135
0.923000, 1.129968, 0.062095, 0.062719
0.924000, 1.130375, 0.062120, 0.062306
0.925000, 1.130781, 0.062146, 0.061895
0.926000, 1.131188, 0.062171, 0.061487
0.927000, 1.131594, 0.062196, 0.061082
0.928000, 1.132000, 0.062221, 0.060680
0.929000, 1.132407, 0.062245, 0.060280
0.930000, 1.132813, 0.062270, 0.059882
0.931000, 1.133220, 0.062294, 0.059488
0.932000, 1.133626, 0.062318, 0.059096
0.933000, 1.134033, 0.062343, 0.058706
0.934000, 1.134439, 0.062366, 0.058319
0.935000, 1.134846, 0.062390, 0.057934
0.936000, 1.135253, 0.062414, 0.057552
0.937000, 1.135659, 0.062437, 0.057173
0.938000, 1.136066, 0.062460, 0.056796
0.939000, 1.136472, 0.062484, 0.056421
0.940000, 1.136879, 0.062506, 0.056049
0.941000, 1.137286, 0.062529, 0.055679
0.942000, 1.137693, 0.062552, 0.055312
0.943000, 1.138099, 0.062574, 0.054947
0.944000, 1.138506, 0.062597, 0.054585
0.945000, 1.138913, 0.062619, 0.054224
0.946000, 1.139320, 0.062641, 0.053867
0.947000, 1.139726, 0.062663, 0.053511
0.948000, 1.140133, 0.062685, 0.053158
0.949000, 1.140540, 0.062707, 0.052807
0.950000, 1.140947, 0.062728, 0.052459
0.951000, 1.141354, 0.062749, 0.052112
0.952000, 1.141761, 0.062771, 0.051768
0.953000, 1.142168, 0.062792, 0.051427
0.954000, 1.142575, 0.062813, 0.051087
0.955000, 1.142982, 0.062833, 0.050750
0.956000, 1.143389, 0.062854, 0.050415
0.957000, 1.143796, 0.062875, 0.050082
0.958000, 1.144203, 0.062895, 0.049751
0.959000, 1.144610, 0.062915, 0.049423
0.960000, 1.145017, 0.062935, 0.049097
0.961000, 1.145424, 0.062955, 0.048772
0.962000, 1.145831, 0.062975, 0.048450
0.963000, 1.146238, 0.062995, 0.048130
0.964000, 1.146645, 0.063015, 0.047813
0.965000, 1.147052, 0.063034, 0.047497
0.966000, 1.147459, 0.063053, 0.047183
0.967000, 1.147866, 0.063073, 0.046872
0.968000, 1.148274, 0.063092, 0.046562
0.969000, 1.148681, 0.063111, 0.046254
0.970000, 1.149088, 0.063130, 0.045949
0.971000, 1.149495, 0.063148, 0.045645
0.972000, 1.149902, 0.063167, 0.045344
0.973000, 1.150310, 0.063185, 0.045044
0.974000, 1.150717, 0.063204, 0.044747
0.975000, 1.151124, 0.063222, 0.044451
0.976000, 1.151531, 0.063240, 0.044158
0.977000, 1.151939, 0.063258, 0.043866
0.978000, 1.152346, 0.063276, 0.043576
0.979000, 1.152753, 0.063294, 0.043288
0.980000, 1.153160, 0.063311, 0.043002
0.981000, 1.153568, 0.063329, 0.042718
0.982000, 1.153975, 0.063346, 0.042436
0.983000, 1.154382, 0.063364, 0.042156
0.984000, 1.154790, 0.063381, 0.041877
0.985000, 1.155197, 0.063398, 0.041600
0.986000, 1.155605, 0.063415, 0.041326
0.987000, 1.156012, 0.063432, 0.041053
0.988000, 1.156419, 0.063448, 0.040781
0.989000, 1.156827, 0.063465, 0.040512
0.990000, 1.157234, 0.063482, 0.040244
0.991000, 1.157642, 0.063498, 0.039978
0.992000, 1.158049, 0.063514, 0.039714
0.993000, 1.158457, 0.063530, 0.039452
0.994000, 1.158864, 0.063546, 0.039191
0.995000, 1.159272, 0.063562, 0.038932
0.996000, 1.159679, 0.063578, 0.038675
0.997000, 1.160086, 0.063594, 0.038419
0.998000, 1.160494, 0.063610, 0.038166
0.999000, 1.160902, 0.063625, 0.037913
1.000000, 1.161309, 0.063641, 0.037663
1.001000, 1.161717, 0.063656, 0.037414
1.002000, 1.162124, 0.063671, 0.037167
1.003000, 1.162532, 0.063687, 0.036921
1.004000, 1.162939, 0.063702, 0.036677
1.005000, 1.163347, 0.063717, 0.036435
1.006000, 1.163754, 0.063731, 0.036194
1.007000, 1.164162, 0.063746, 0.035955
1.008000, 1.164570, 0.063761, 0.035718
1.009000, 1.164977, 0.063775, 0.035482
1.010000, 1.165385, 0.063790, 0.035247
1.011000, 1.165792, 0.063804, 0.035014
1.012000, 1.166200, 0.063818, 0.034783
1.013000, 1.166608, 0.063833, 0.034553
1.014000, 1.167015, 0.063847, 0.034325
1.015000, 1.167423, 0.063861, 0.034098
1.016000, 1.167831, 0.063875, 0.033873
1.017000, 1.168238, 0.063888, 0.033649
1.018000, 1.168646, 0.063902, 0.033427
1.019000, 1.169054, 0.063916, 0.033206
1.020000, 1.169461, 0.063929, 0.032987
1.021000, 1.169869, 0.063943, 0.032769
1.022000, 1.170277, 0.063956, 0.032553
1.023000, 1.170684, 0.063969, 0.032338
1.024000, 1.171092, 0.063983, 0.032124
1.025000, 1.171500, 0.063996, 0.031912
1.026000, 1.171907, 0.064009, 0.031701
1.027000, 1.172315, 0.064022, 0.031492
1.028000, 1.172723, 0.064035, 0.031284
1.029000, 1.173131, 0.064047, 0.031077
1.030000, 1.173538, 0.064060, 0.030872
1.031000, 1.173946, 0.064073, 0.030668
1.032000, 1.174354, 0.064085, 0.030466
1.033000, 1.174762, 0.064097, 0.030264
1.034000, 1.175169, 0.064110, 0.030065
1.035000, 1.175577, 0.064122, 0.029866
1.036000, 1.175985, 0.064134, 0.029669
1.037000, 1.176393, 0.064146, 0.029473
1.038000, 1.176801, 0.064158, 0.029279
1.039000, 1.177208, 0.064170, 0.029085
1.040000, 1.177616, 0.064182, 0.028893
1.041000, 1.178024, 0.064194, 0.028703
1.042000, 1.178432, 0.064206, 0.028513
1.043000, 1.178840, 0.064217, 0.028325
1.044000, 1.179247, 0.064229, 0.028138
1.045000, 1.179655, 0.064240, 0.027952
1.046000, 1.180063, 0.064252, 0.027768
1.047000, 1.180471, 0.064263, 0.027584
1.048000, 1.180879, 0.064274, 0.027402
1.049000, 1.181287, 0.064285, 0.027222
1.050000, 1.181695, 0.064297, 0.027042
1.051000, 1.182102, 0.064308, 0.026864
1.052000, 1.182510, 0.064319, 0.026686
1.053000, 1.182918, 0.064329, 0.026510
1.054000, 1.183326, 0.064340, 0.026335
1.055000, 1.183734, 0.064351, 0.026162
1.056000, 1.184142, 0.064362, 0.025989
1.057000, 1.184550, 0.064372, 0.025818
1.058000, 1.184958, 0.064383, 0.025647
1.059000, 1.185365, 0.064393, 0.025478
1.060000, 1.185773, 0.064404, 0.025310
1.061000, 1.186181, 0.064414, 0.025143
1.062000, 1.186589, 0.064424, 0.024977
1.063000, 1.186997, 0.064434, 0.024813
1.064000, 1.187405, 0.064445, 0.024649
1.065000, 1.187813, 0.064455, 0.024486
1.066000, 1.188221, 0.064465, 0.024325
1.067000, 1.188629, 0.064475, 0.024165
1.068000, 1.189037, 0.064484, 0.024005
1.069000, 1.189445, 0.064494, 0.023847
1.070000, 1.189853, 0.064504, 0.023690
1.071000, 1.190261, 0.064514, 0.023534
1.072000, 1.190668, 0.064523, 0.023379
1.073000, 1.191076, 0.064533, 0.023225
1.074000, 1.191484, 0.064542, 0.023071
1.075000, 1.191892, 0.064552, 0.022919
1.076000, 1.192300, 0.064561, 0.022768
1.077000, 1.192708, 0.064570, 0.022618
1.078000, 1.193116, 0.064579, 0.022469
1.079000, 1.193524, 0.064589, 0.022321
1.080000, 1.193932, 0.064598, 0.022174
1.081000, 1.194340, 0.064607, 0.022028
1.082000, 1.194748, 0.064616, 0.021883
1.083000, 1.195156, 0.064625, 0.021739
1.084000, 1.195564, 0.064634, 0.021596
1.085000, 1.195972, 0.064642, 0.021453
1.086000, 1.196380, 0.064651, 0.021312
1.087000, 1.196788, 0.064660, 0.021172
1.088000, 1.197196, 0.064668, 0.021032
1.089000, 1.197604, 0.064677, 0.020894
1.090000, 1.198012, 0.064686, 0.020756
1.091000, 1.198420, 0.064694, 0.020620
1.092000, 1.198828, 0.064702, 0.020484
1.093000, 1.199236, 0.064711, 0.020349
1.094000, 1.199644, 0.064719, 0.020215
1.095000, 1.200052, 0.064727, 0.020082
1.096000, 1.200460, 0.064736, 0.019950
1.097000, 1.200868, 0.064744, 0.019819
1.098000, 1.201276, 0.064752, 0.019688
1.099000, 1.201684, 0.064760, 0.019559
1.100000, 1.202092, 0.064768, 0.019430
1.101000, 1.202500, 0.064776, 0.019302
1.102000, 1.202908, 0.064784, 0.019175
1.103000, 1.203316, 0.064791, 0.019049
1.104000, 1.203724, 0.064799, 0.018924
1.105000, 1.204132, 0.064807, 0.018799
1.106000, 1.204540, 0.064815, 0.018675
1.107000, 1.204948, 0.064822, 0.018553
1.108000, 1.205356, 0.064830, 0.018431
1.109000, 1.205764, 0.064837, 0.018309
